Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 859,0,3,223,2,0,239,2,2,247,2,0,240,0,3,246,0,2,247,0,0,271,0,5,290,0,2
Merchant 860,2081,2216,2151,2435,2363,2689,2389,2877,2763,3162,2934,3343,3023,3404,3162,3485,3186,3638,3171,3642,3273,3642,3341,3773,3395,3854
Merchant 861,5,16,80,547,7,529,50,18,11,30,109,24,11,13,664,34,6,9,7,6,3,46,22,96,80,467
Merchant 862,1408,2329,1020,1441,2434,909,1534,2512,997,1819,2300,1059,1585,2757,1167,1708,2683,1107,1541,2822,1157,1918,2497,1157,894,2212
Merchant 863,18,9,11,6,11,20,30,13,13,5,5,16,7,7,5,11,9,11,17,5,11,5,9,0,0,17
Merchant 864,65,81,59,61,56,51,52,51,79,51,52,68,57,109,53,88,79,81,68,65,85,83,72,79,96,100
Merchant 865,181,504,385,281,70,663,285,2166,126,669,113,510,1146,161,441,599,112,37,1292,3057,1053,45,227,1391,27,525
Merchant 866,281,321,455,719,11,538,438,447,573,440,434,602,464,464,639,501,510,31,0,0,0,0,0,0,0,0
Merchant 867,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 868,264,257,264,277,266,262,270,255,277,272,285,296,300,285,296,292,310,316,329,329,351,320,336,342,343,334
Merchant 869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 870,7,17,1164,111,2,1553,18,15,1356,63,18,1615,7,20,1318,129,13,18,1728,20,1312,216,26,1724,34,15
Merchant 871,556,686,739,668,495,499,650,708,669,686,878,854,695,815,828,1014,776,657,845,974,985,929,1092,1146,765,1121
Merchant 872,0,0,0,0,0,0,0,0,0,0,6,7,7,7,9,0,18,11,13,15,15,15,15,18,18,22
Merchant 873,0,0,0,33,7,9,131,0,0,0,9,9,0,0,0,5,18,9,135,3,2,0,6,7,0,0
Merchant 874,203,197,201,208,211,203,201,188,192,196,190,200,197,203,204,203,208,203,204,198,208,214,221,232,244,235
Merchant 875,209,225,212,229,220,203,220,200,227,243,249,257,229,255,244,242,244,222,220,238,286,281,272,273,258,268
Merchant 876,37,0,0,22,425,55,34,24,37,33,17,35,26,0,0,447,90,74,41,33,50,44,33,0,38,0
Merchant 877,9919,8344,8513,10996,8528,8793,10409,8804,8902,10910,8335,8011,9544,8000,8131,225,0,0,0,0,0,0,0,0,0,0
Merchant 878,126,127,3650,242,332,112,211,4267,270,126,179,92,138,50,4354,231,68,172,61,4049,122,96,91,196,100,74
Merchant 879,35,28,7298,22,72,7473,46,26,7577,72,37,7701,83,77,7784,81,131,7579,70,63,8012,72,113,8037,72,79
Merchant 880,6,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 881,877,881,900,1717,1804,1804,1809,1833,1811,1790,1798,1747,1780,1773,1855,2148,2031,2667,2351,2377,2354,2360,2350,2325,2358,3228
Merchant 882,227485,229669,232340,235668,240409,243765,248783,251391,252455,257707,263317,266765,270044,272186,274750,277756,279004,282239,286307,287309,290092,292385,295267,297831,300666,305129
Merchant 883,307,328,320,301,300,307,299,299,299,324,345,329,340,323,336,329,331,343,321,297,328,321,336,340,323,335
Merchant 884,0,629,0,1271,0,643,2,431,3,442,112,855,7,935,0,1667,3,923,0,1016,0,985,109,976,0,1064
Merchant 885,16,27,11,18,11,35,11,30,33,17,26,20,18,22,16,24,35,17,22,0,56,15,45,13,9,11
Merchant 886,0,88,2,7,3,0,7,0,11,44,0,0,85,2,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 887,175,198,220,229,220,3071,229,294,288,270,242,190,179,220,244,209,270,3317,223,262,262,340,266,220,231,223
Merchant 888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,9,5,6,5,15,13,20
Merchant 889,151,140,133,116,100,127,101,107,130,127,141,135,142,161,158,133,136,124,120,124,137,151,137,140,150,137
Merchant 890,97824,9621,89332,11588,6969,16090,49799,18699,0,126389,10899,0,122643,11166,18363,96616,8293,0,81322,21808,6,128851,33902,0,147701,11371
Merchant 891,0,85,2972,28,48,3118,41,46,3186,53,48,3286,52,66,3412,38,51,3546,62,55,57,3565,35,51,3681,68
Merchant 892,3236,2265,2153,2648,2578,2176,4742,3376,1952,3386,3377,2863,3397,4197,2584,4035,4273,2467,3158,5097,2613,5474,3842,1844,4078,5535
Merchant 893,2282,3270,4594,2563,1615,27563,3796,17990,4322,4679,4206,1083,3638,2656,3301,4983,28011,3284,3787,14035,7512,4068,3419,3162,2584,2155
Merchant 894,2435,2779,2952,2748,3479,2937,3336,3312,3410,3181,3717,3665,3040,3479,3905,3348,4210,3757,3921,4709,3881,3873,4970,4142,3282,5190
Merchant 895,20,20,44,3,0,0,0,45,0,205,159,0,0,101,5,11,0,0,3,0,26,324,100,0,7,70
Merchant 896,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Merchant 897,0,0,3,0,0,141,9,0,0,0,3,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0
Merchant 898,316,408,357,386,441,323,405,606,405,466,532,396,417,537,604,547,573,366,469,558,403,565,198,2,2,5
Merchant 899,57,56,28,68,74,26,85,53,13,647,94,126,85,62,103,124,90,27,81,100,115,739,111,81,68,98
Merchant 900,39,48,3989,38,48,4264,39,70,4165,48,39,4480,45,38,4407,50,34,4662,45,44,4567,45,44,4938,45,4474
Merchant 901,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Merchant 902,22,0,0,0,0,0,0,0,0,0,0,0,0,6,18,146,293,62,162,1458,83,31,55,186,126,39
Merchant 903,15,232,111,55,176,227,7,11,113,9,266,384,22,15,161,13,28,430,6,13,146,334,3,150,9,0
Merchant 904,325,456,289,7684,484,463,920,554,420,335,601,416,447,413,349,9207,351,438,951,578,430,560,425,399,430,401
Merchant 905,15,2,493,9,46,606,22,44,637,17,17,719,22,37,776,22,26,861,33,20,41,880,41,765,98,79
Merchant 906,0,0,57,6,56,0,13,7,9,7,9,9,0,0,0,81,66,11,26,13,13,22,13,11,0,0
Merchant 907,9,35,7,28,11,33,11,30,11,27,9,27,7,27,7,26,7,22,7,22,5,22,5,22,6,22
Merchant 908,2380,2648,3065,3393,3920,4275,4712,5128,5735,6237,6818,7259,7697,8195,8825,9555,10494,11013,11344,11798,12567,13269,14293,14886,14964,16229
Merchant 909,0,0,11,264,0,3,2,0,0,90,0,0,0,2,207,116,0,6,2,0,0,112,0,0,0,0
Merchant 910,5,645,18,658,15,591,141,867,5,1320,17,799,0,0,850,961,66,7,889,963,657,918,28,916,30,1122
Merchant 911,131,181,126,179,130,408,131,204,127,209,148,431,176,229,137,231,136,462,181,266,168,277,181,529,175,306
Merchant 912,215,207,212,209,201,197,198,192,212,216,192,207,229,233,235,243,239,239,218,238,255,255,239,250,251,243
Merchant 913,1451,1436,8651,1696,1933,10265,2193,2556,10113,2722,2961,11226,3118,3380,11367,3351,3910,12569,3912,4176,12517,4485,4580,13619,5219,5415
Merchant 914,220,207,218,225,201,207,188,192,208,222,220,223,208,204,197,201,197,221,192,204,238,226,225,238,222,226
Merchant 915,105,87,122,13,34,27,22,0,3,98,11,150,122,13,2,0,0,0,57,5,2,0,109,18,16,161
Merchant 916,13,18,90,83,455,70,62,68,72,79,453,161,98,80,123,48,484,153,151,118,192,100,529,111,90,158
Merchant 917,0,31,34,92,11,11,159,15,22,239,22,15,0,34,6,118,53,0,205,100,16,170,42,2,3,6
Merchant 918,6,24,440,447,22,508,15,479,359,486,24,498,16,499,22,487,48,521,34,573,386,525,31,536,35,537
Merchant 919,292,318,320,323,316,316,321,357,357,342,347,390,382,390,412,377,367,379,390,406,417,392,381,458,393,453
Merchant 920,2,2,7,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 921,2,6,0,0,2,286,0,6,3,17,0,204,0,7,0,0,3,331,0,6,0,15,0,201,0,6
Merchant 922,3,6,6,172,7,5,0,0,0,0,0,22,20,2,120,31,35,50,0,15,26,0,0,13,26,0
Merchant 923,0,11,0,0,16,5,0,15,5,0,17,3,0,17,0,3,17,5,0,17,0,2,22,2,5,22
Merchant 924,98,94,96,100,107,98,96,109,131,127,144,170,157,153,146,144,164,155,142,144,166,175,168,157,157,159
Merchant 925,957,919,902,1033,1114,848,1061,1057,974,1195,1146,1065,1224,1076,1018,1345,1646,1305,1506,1609,1376,1794,1615,1591,1865,1603
Merchant 926,1216,1269,1275,1280,1299,1288,1327,1336,1333,1316,2597,1310,1333,1262,1259,1259,1131,0,1196,1116,1286,1299,1268,1299,1288,1286
Merchant 927,17,26,1773,22,16,1829,22,13,1904,22,17,1972,17,22,2079,15,27,2162,30,35,2207,55,24,2314,26,28
Merchant 928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Merchant 929,0,31,6,2,88,0,27,11,7,9,52,2,39,7,5,15,126,0,26,11,7,7,107,2,15,48
Merchant 930,0,0,482,0,0,0,523,0,516,2,0,548,0,2,566,6,2,0,595,0,452,5,141,0,600,0
Merchant 931,3,35,66,41,33,18,15,18,15,22,22,17,27,16,100,39,74,15,22,22,0,42,13,2,11,11
Merchant 932,0,0,48,0,0,53,0,0,59,0,0,57,0,0,62,0,0,66,0,2,44,0,0,72,0,0
Merchant 933,77,72,72,765,235,91,73,159,96,172,88,393,83,79,90,802,359,185,170,116,107,87,470,79,90,81
Merchant 934,138,133,137,146,131,144,146,141,153,150,150,194,201,212,209,209,208,205,197,208,232,215,218,211,240,232
Merchant 935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96
Merchant 936,0,11,5,2,5,115,11,7,6,3,0,3,9,0,2,2,7,70,57,18,0,15,9,3,11,9
Merchant 937,28,44,37,38,31,16,170,22,35,22,28,27,30,31,52,28,31,18,103,33,22,41,17,31,16,16
Merchant 938,17,5,101,105,7,11,22,16,20,33,11,11,2,3,148,61,13,6,22,28,11,6,15,6,17,0
Merchant 939,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0
Merchant 940,15,20,1654,27,11,2151,30,11,1739,144,22,2262,9,24,1972,33,26,2484,22,30,2090,33,22,2630,31,18
Merchant 941,0,3,0,107,3,31,0,0,0,0,0,0,0,2,144,0,0,34,0,0,0,5,5,5,0,3
Merchant 942,41,46,38,38,48,37,37,44,45,51,44,53,51,62,55,53,62,46,48,42,52,56,45,52,51,57
Merchant 943,211,312,249,323,316,215,260,343,238,375,379,293,285,270,356,431,382,240,332,340,290,397,133,0,6,0
Merchant 944,1292,1188,1680,1338,855,2364,1504,1735,1974,1574,1582,2029,1709,1362,939,2981,1611,2064,1872,1637,2099,1658,1669,1619,2184,1796
Merchant 945,3008,3292,3086,3029,92,6630,90,6764,3324,3288,68,7012,3452,3912,3541,3500,4056,147,8041,4535,4232,4119,107,8719,4301,4692
Merchant 946,42,53,15,7,22,9,3,3,6,9,9,7,3,6,9,9,24,53,45,116,52,22,0,24,11,15
Merchant 947,30,34,24,33,37,33,33,42,20,55,51,28,38,51,38,46,42,18,44,26,34,37,15,0,0,0
Merchant 948,45202,39240,38254,204825,38799,42942,48540,52190,48967,101533,43880,45917,53629,45553,43855,241089,45701,48302,61981,53857,56944,115543,49957,51295,61333,52404
Merchant 949,9,34,96,0,0,26,28,27,31,37,41,24,27,27,136,2,0,34,37,37,0,107,41,33,35,35
Merchant 950,0,0,214,0,0,41,179,0,221,0,0,238,3,6,255,0,0,68,222,11,288,2,6,294,0,0
Merchant 951,3,884,15,881,316,549,0,455,24,972,11,1064,17,1121,11,1156,266,911,7,1338,17,1371,20,1391,11,1428
Merchant 952,18,430,7,830,31,441,9,617,385,711,22,441,5,493,11,501,253,440,9,686,325,739,13,451,0,458
Merchant 953,48,20,41,6,192,176,16,15,33,153,168,15,46,5,83,41,153,109,208,22,146,0,15,15,0,0
Merchant 954,3811,2169,3461,4670,1229,38680,2512,4870,4546,3830,7163,3291,3904,1933,4304,5689,1430,44385,2371,5559,4330,5423,6052,3428,2609,4119
Merchant 955,42378,88255,61242,38045,98118,38118,60562,97194,37327,108508,69194,40431,106141,70601,42637,78749,117309,88770,79121,78370,78432,84896,74881,44463,114771,79954
Merchant 956,2,2,2,3,3,0,6,3,5,5,5,3,2,2,5,3,0,5,6,17,17,15,6,11,2,11
Merchant 957,146,76,288,81,188,329,96,91,323,87,87,493,98,96,374,107,255,440,103,103,423,112,105,637,109,111
Merchant 958,5,2,13,15,16,98,20,124,15,20,20,85,6,15,9,5,0,107,16,39,11,13,11,85,16,5
Merchant 959,1497,1507,1508,1532,1493,1603,1515,1571,1680,1761,1829,1872,1900,1963,2007,2130,2119,2112,2412,2462,2636,2707,2831,2798,2805,2842
Merchant 960,131,144,103,170,229,246,115,204,162,198,293,165,207,176,192,142,131,122,147,218,151,235,236,164,223,192
Merchant 961,11,11,9,7,13,13,15,11,11,13,18,22,18,24,22,30,28,28,35,37,35,38,37,37,39,41
Merchant 962,140,31,0,101,218,547,103,31,719,92,312,2,135,88,85,33,257,46,61,28,24,6,660,425,0,0
Merchant 963,81,87,98,88,101,105,98,101,135,123,133,138,126,140,166,153,147,133,115,127,140,148,150,142,126,148
Merchant 964,105,122,112,119,116,107,111,113,115,150,123,122,119,144,123,112,123,113,115,123,119,137,141,135,151,130
Merchant 965,0,16,0,0,0,17,0,0,17,0,0,18,0,0,18,0,0,20,0,0,24,0,0,0,27,27
Merchant 966,76,76,77,79,80,81,83,83,85,81,85,88,91,94,96,96,96,96,96,92,96,94,91,92,91,91
Merchant 967,0,0,0,931,0,0,0,0,952,0,0,2,0,0,27,993,6,3,0,5,505,3,0,3,0,2
Merchant 968,27268,26042,8046,30413,25452,15268,30927,28634,12109,25048,32663,12386,28421,31908,13615,33623,25664,12207,32029,33524,10751,33178,31551,11497,28389,32734
Merchant 969,18,11,9,0,17,527,7,2,2,16,87,85,103,77,85,98,137,759,91,107,96,103,119,115,16,294
Merchant 970,0,2,2101,3,2,2193,6,105,2102,68,5,2137,33,462,1731,9,11,2251,3,45,2271,27,464,1901,13,2442
Merchant 971,2,5,9,0,136,5,9,6,17,13,15,44,13,0,11,41,197,11,11,15,17,53,13,2,16,135
Merchant 972,76,1062,17,927,28,948,70,1076,579,931,30,958,27,1124,31,968,22,1015,151,1081,600,972,37,980,79,1085
Merchant 973,57,59,61,55,55,61,53,52,57,51,51,61,53,52,57,51,51,59,53,50,52,45,46,56,48,48
Merchant 974,0,0,13,0,115,0,9,0,9,0,0,3,0,0,11,0,72,83,0,46,0,2,0,6,0,0
Merchant 975,0,0,0,74,238,6,2,0,66,11,0,48,15,0,102,56,222,13,5,70,9,0,48,74,0,3
Merchant 976,15,859,476,16,20,1513,17,993,516,15,1507,28,9,1105,532,15,7,1273,558,1184,606,13,1780,30,22,1270
Merchant 977,223,185,232,157,303,347,157,266,239,222,221,208,229,183,325,299,362,316,300,299,266,368,253,273,288,299
Merchant 978,92,5834,216,5675,119,5853,151,148,6158,5922,105,6058,111,6271,227,6069,123,6332,118,111,6681,6505,222,6517,150,6611
Merchant 979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 980,11,2,11,37,183,13,22,2,13,76,7,20,11,11,3,0,308,15,9,16,11,70,50,18,17,11
Merchant 981,15,27,1547,22,20,1666,50,18,1687,41,28,1847,50,37,1970,50,26,2131,30,18,2149,26,28,2193,27,33
Merchant 982,3,6,30,92,7,5,0,2,5,0,0,0,0,17,7,120,0,55,24,11,0,55,2,9,13,2
Merchant 983,471,536,464,442,551,413,396,436,399,368,406,395,419,409,396,517,554,490,491,543,536,626,621,699,691,116
Merchant 984,0,0,20,0,0,22,0,0,24,0,0,28,0,0,27,0,0,30,0,0,30,0,0,0,31,31
Merchant 985,2,9,2,0,170,6,0,3,9,5,159,6,7,6,3,2,185,11,0,5,7,5,185,3,11,0
Merchant 986,130401,75157,83352,27533,92585,133593,84286,83887,50756,152001,86863,94781,84223,29778,139777,32642,113567,150855,115702,101788,55564,171660,121979,51889,174877,117603
Merchant 987,18,277,7,41,61,220,17,16,721,38,146,26,31,124,76,9,112,250,6,314,526,28,176,35,233,30
Merchant 988,211,17,140,130,271,2,0,2,164,3,0,327,20,0,185,181,359,0,0,2,216,2,0,382,27,0
Merchant 989,2,0,0,68,0,3,0,7,0,0,5,0,41,0,26,3,0,6,0,0,0,0,0,51,7,2
Merchant 990,20,18,55,9,22,79,50,45,27,3,33,30,22,17,116,15,6,11,6,9,26,5,31,24,9,11
Merchant 991,0,3,0,0,0,708,7,5,0,0,0,719,0,0,0,0,0,745,7,2,0,0,0,734,0,0
Merchant 992,48,73,68,235,68,111,540,107,66,62,70,129,63,65,77,232,148,85,687,136,76,96,73,113,65,92
Merchant 993,44,135,33,51,74,0,48,170,46,46,83,87,50,198,52,85,55,56,79,232,61,80,59,101,65,0
Merchant 994,13,34,26,22,3,50,16,91,130,30,39,130,17,20,9,18,2,205,209,296,183,35,66,297,53,51
Merchant 995,0,0,0,7,170,2,7,0,0,5,181,5,0,0,0,175,5,11,7,0,0,0,176,13,3,0
Merchant 996,0,20,0,0,15,0,0,18,0,0,0,2,3,0,2,0,0,0,0,18,0,0,0,2,0,27
Merchant 997,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 998,17,13,16,15,38,13,27,22,22,18,37,20,27,24,5,11,41,11,0,15,3,62,45,13,13,16
Merchant 999,246,876,1988,242,933,2140,283,974,2602,292,1037,3038,294,1065,2972,323,1105,3264,338,1168,3147,355,1171,3444,356,1125
Merchant 1000,6,0,2,2,3,0,7,0,0,13,5,94,6,0,0,3,3,0,3,2,26,0,0,0,17,102
Merchant 1001,2,0,3,2,81,11,101,5,6,51,7,2,27,7,3,33,105,18,26,166,9,62,11,2,18,5
Merchant 1002,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1003,0,0,92,0,0,100,0,0,112,0,0,112,0,0,116,0,0,119,0,0,127,0,0,133,0,0
Merchant 1004,45,51,51,51,50,56,55,56,56,57,66,70,68,63,68,85,85,105,96,135,140,137,137,146,155,144
Merchant 1005,9,42,0,62,11,3,0,0,9,72,0,77,11,3,0,91,0,3,18,9,100,2,92,7,11,0
Merchant 1006,0,72,0,0,0,102,0,107,0,0,72,51,0,113,11,0,0,131,0,130,11,0,0,140,0,140
Merchant 1007,2,0,2,2,6,6,0,0,0,0,2,2,0,0,3,3,2,2,2,0,0,0,0,0,0,0
Merchant 1008,2,3,42,50,299,50,74,175,77,48,112,41,2,11,38,52,397,45,68,222,50,20,148,16,5,9
Merchant 1009,2,3,0,186,0,0,0,0,5,2,0,6,6,6,0,296,9,11,9,2,0,20,3,2,26,0
Merchant 1010,34,46,33,35,35,33,33,35,50,61,55,53,50,70,57,51,45,39,44,37,0,17,172,52,66,59
Merchant 1011,951,10625,5675,5857,6003,5837,5996,6743,5327,5989,6145,5825,5858,6114,5714,5855,6056,5564,5784,6040,5657,5810,5840,5502,5880,5954
Merchant 1012,11,6,7,5,3,7,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1013,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,5,28,0,0,2,0,0,3,0
Merchant 1014,2,135,6,5,2362,282,300,286,107,22,425,16,9,203,24,2849,196,342,340,374,123,18,530,16,9,220
Merchant 1015,0,0,15,0,0,20,0,0,15,0,0,15,0,0,15,0,0,30,0,0,24,0,0,30,0,0
Merchant 1016,185,34,59,44,30,72,250,61,48,81,61,85,275,52,68,83,81,57,367,66,77,105,102,62,385,68
Merchant 1017,3,0,0,0,0,1192,6,3,2,0,1343,11,3,0,2,3,0,1519,7,0,0,5,1660,7,7,2
Merchant 1018,48,151,66,59,126,77,48,147,112,80,155,41,52,138,63,52,101,140,107,166,81,102,126,100,91,157
Merchant 1019,0,2,7,5,3,3,3,3,5,5,7,5,6,3,7,5,5,5,5,2,5,6,5,7,3,3
Merchant 1020,61,56,27,68,0,98,73,85,24,77,85,22,74,83,22,0,74,111,0,153,22,55,68,35,77,18
Merchant 1021,28,53,53,35,0,103,30,50,57,33,51,55,35,51,56,2,37,96,6,85,50,35,46,0,81,0
Merchant 1022,0,0,176,2,0,204,0,0,212,3,0,229,0,0,244,0,0,258,0,0,264,5,3,271,0,0
Merchant 1023,116,127,113,98,124,120,122,129,141,166,130,155,146,13,338,165,147,144,140,148,151,137,168,157,153,146
Merchant 1024,5,3,713,5,9,815,5,5,981,5,9,1055,5,11,1149,11,13,1190,7,9,1245,9,5,1236,15,9
Merchant 1025,50,57,87,102,112,118,126,137,159,162,194,192,190,198,194,204,192,192,200,212,204,207,236,236,232,233
Merchant 1026,122,129,100,124,112,88,76,109,91,119,122,127,120,140,130,113,150,109,103,87,130,144,131,175,116,137
Merchant 1027,40452,42920,45527,48438,51754,56496,60892,64057,69065,71071,74667,75089,77681,78829,88038,81596,80392,85090,89134,92152,95226,98612,100390,102023,103310,105980
Merchant 1028,2415,2658,2912,3156,3535,3844,4175,4408,4644,4879,5118,5287,5476,5585,5720,5895,5980,6187,6293,5657,7349,6626,6805,7030,6618,7055
Merchant 1029,220,311,172,275,351,192,246,364,0,495,395,232,324,384,236,362,432,255,321,453,249,360,430,257,292,393
Merchant 1030,1454,1526,1592,11985,2056,2123,2944,2899,3008,5942,2959,3166,3632,3471,3284,21465,3805,3730,4584,4280,4452,8873,4127,4959,5397,4959
Merchant 1031,619,647,746,708,730,826,795,820,929,881,906,1026,974,987,1090,1009,1020,1120,1031,1078,1203,1159,1184,1316,1238,1245
Merchant 1032,7,3,3,1514,20,5,6,0,1755,0,11,18,15,13,0,1859,11,2,548,35,2129,6,11,13,7,11
Merchant 1033,2,0,0,0,0,76,0,0,0,0,94,16,0,0,0,0,0,118,0,0,0,2,0,137,0,0
Merchant 1034,50,52,51,55,51,53,48,48,55,51,17,94,51,51,53,45,45,53,48,50,50,45,53,48,45,45
Merchant 1035,2,0,196,11,0,201,0,2,188,3,6,185,0,3,185,3,0,181,0,2,176,2,3,9,166,0
Merchant 1036,31,33,28,31,31,39,37,34,33,38,35,38,38,37,31,34,41,33,41,37,50,42,38,46,44,39
Merchant 1037,0,0,51,102,2,2,27,22,9,6,3,7,2,2,197,3,7,0,2,6,6,2,5,3,0,2
Merchant 1038,6,9,9,13,15,15,16,17,18,17,15,16,17,18,22,20,18,22,20,22,20,18,20,20,20,0
Merchant 1039,94,119,73,102,70,38062,312,243,221,140,165,103,66,92,56,45,44,40597,246,270,129,166,123,116,76,131
Merchant 1040,748,5,6,741,53,3,46,852,0,1354,27,3,915,11,9,614,342,15,1031,59,18,1071,17,525,1099,26
Merchant 1041,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,2,0,6,7,0,3,2,0,0,3,3
Merchant 1042,0,20,0,2,111,5,0,249,3,96,22,0,3,27,0,0,126,7,2,272,0,105,18,2,9,18
Merchant 1043,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1044,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1045,92,98,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1046,281,299,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1047,11,6,6,27,11,13,11,7,11,11,11,9,11,0,11,26,7,11,5,3,0,0,0,0,0,0
Merchant 1048,480,479,497,536,552,606,626,584,578,606,586,614,640,647,634,0,1340,678,707,687,695,0,748,741,742,763
Merchant 1049,80,56,96,102,112,135,133,92,77,80,88,73,66,98,72,77,61,2,5,0,0,0,0,0,0,0
Merchant 1050,102,98,85,81,73,68,66,107,73,83,96,85,96,109,109,73,79,0,0,0,0,0,0,0,0,0
Merchant 1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1053,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1054,0,0,2,0,0,2,2,0,0,0,0,0,3,2,6,0,5,2,0,5,0,7,6,3,2,3
Merchant 1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1056,0,0,0,0,0,0,2,6,2,2,11,6,6,16,13,17,9,9,28,38,15,35,45,33,52,52
Merchant 1057,0,0,0,0,0,0,0,0,22,20,22,22,18,30,24,26,22,20,30,17,20,24,26,27,22,39
Merchant 1058,5,2,3,0,3,7,5,11,0,7,26,17,9,7,0,5,7,0,2,6,7,0,0,0,0,0
Merchant 1059,0,0,0,0,0,0,0,0,0,0,0,17,13,28,16,2,37,26,37,38,22,27,27,30,30,34
Merchant 1060,0,0,0,0,0,0,0,0,0,11,11,5,0,0,2,0,3,16,0,0,0,0,0,0,0,0
Merchant 1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Merchant 1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1063,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,5,6,6,7,9,13,17,15,18,15,18
Merchant 1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1065,0,0,2,5,3,0,0,0,0,2,0,2,0,0,3,31,31,0,0,0,0,0,48,0,0,0
Merchant 1066,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1067,0,0,0,0,0,292,600,1461,1110,1656,1689,1283,737,1711,1297,1306,1341,595,1135,1546,1173,1493,1561,1376,1263,1418
Merchant 1068,0,0,6,116,100,91,162,229,218,203,207,266,120,223,221,332,194,120,238,273,211,336,253,249,130,216
Merchant 1069,11,0,11,0,0,0,0,0,13,0,0,0,13,0,13,0,0,0,0,0,13,2,0,0,17,0
Merchant 1070,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7,11,27,34,26,72,26,52,92,88,102,142
Merchant 1071,0,0,0,0,3,0,0,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1072,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,2,0,0,3,3,2,3,3
Merchant 1073,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0
Merchant 1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,11,9,3,6,17
Merchant 1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,22,26
Merchant 1077,0,0,0,0,0,0,0,0,0,9,11,11,15,13,16,107,131,20,37,16,11,17,39,112,17,18
